Shop ID,Order ID,Workflow ID,Order date,Order confirmed time,Dining mode,Payment Mode,Order channel,Order status,Customer Uber Membership Status,Sales (excl. tax),Tax on sales,Refunds (excl. tax),Tax on refunds,Price adjustments (excl. tax),Tax on price adjustments,Promotions on items (excl tax),Tax on promotion on items,Promotions on items (incl tax),Delivery charge (excl tax),Tax on delivery fee,Promotions on delivery charge (excl tax),Tax on promotions on delivery charge,Promotions on delivery charge (incl tax),Bag fee,Delivery fee (excl tax),Tax on delivery fee,Delivery fee (incl tax),Service fee,Tax on service fee,Service fee discount,Net service fee,Discount adjustments,Profit on delivery,Tax adjustment,Other payments description,Other payments (incl. tax),Total payout ,Payout date,Payout status,Invoice link U2R ,Invoice link C2R ,Invoice link R2E ,Retailer Loyalty ID,Payout reference ID
,#A5B54,9b1afb89-58b0-49b8-8703-9817be1a5b54,23/04/2024,1:17,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,1300,0,0,0,0,0,0,0,0,240,0,0,0,0,0,399.5,0,399.5,-390,0,159.5,-230.5,0,0,0,,0,910,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#4AE8B,fd8ca3bb-e084-4748-8419-d5e3acd4ae8b,23/04/2024,1:33,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Uber One member,1975,0,0,0,0,0,0,0,0,197.75,0,0,0,0,0,461.01,0,461.01,-592.5,0,263.26,-329.24,0,0,0,,0,1382.5,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#F13EC,912afdcf-252f-4e92-b41e-75e4faef13ec,23/04/2024,1:40,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,4250,0,0,0,0,0,-500,0,-500,219,0,0,0,0,0,98.32,0,98.32,-1125,0,0,-1125,0,120.68,0,,0,2745.68,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#73500,98b0be6f-c01d-473a-82b3-980d9fc73500,23/04/2024,1:53,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,3525,0,0,0,0,0,0,0,0,300,0,0,0,0,0,142.18,0,142.18,-1057.5,0,0,-1057.5,0,157.82,0,,0,2625.32,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#56D15,ad83d978-5c14-437e-bafd-c63aa1e56d15,23/04/2024,2:12,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,2125,0,0,0,0,0,0,0,0,281.25,0,0,0,0,0,281.88,0,281.88,-637.5,0,0.63,-636.87,0,0,0,,0,1487.5,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#1A12C,7428dce3-ac64-463c-b922-cf379cb1a12c,23/04/2024,2:32,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,2700,0,0,0,0,0,-500,0,-500,353,0,0,0,0,0,171.52,0,171.52,-660,0,0,-660,0,181.48,0,,0,1721.48,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#77C09,d8ca8097-b8de-4803-8c78-801023a77c09,23/04/2024,2:18,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1650,0,0,0,0,0,0,0,0,181.5,0,0,0,0,0,349.53,0,349.53,-495,0,168.03,-326.97,0,0,0,,0,1155,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#15583,e0441dfe-7c85-4280-ac99-f4ae0a815583,23/04/2024,2:36,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1350,0,0,0,0,0,0,0,0,166.5,0,0,0,0,0,276.68,0,276.68,-405,0,110.18,-294.82,0,0,0,,0,945,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#17677,a14992fd-fbfd-482b-953b-7d96a5917677,23/04/2024,2:32,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1275,0,0,0,0,0,0,0,0,162.75,0,0,0,0,0,431.51,0,431.51,-382.5,0,268.76,-113.74,0,0,0,,0,892.5,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,,,23/04/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-1267.13,-1267.13,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#42911,f3594466-090e-4534-bc4c-687d02742911,23/04/2024,16:00,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,3550,0,0,0,0,0,-500,0,-500,224,0,0,0,0,0,241.75,0,241.75,-915,0,17.75,-897.25,0,0,0,,0,2135,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#73F1F,145b7d6e-6152-4eea-8971-42b149973f1f,23/04/2024,16:54,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1750,0,0,0,0,0,0,0,0,315.5,0,0,0,0,0,399.8,0,399.8,-525,0,84.3,-440.7,0,0,0,,0,1225,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#9F3FE,18c2198b-b4ef-425d-ba40-3a20e589f3fe,23/04/2024,19:46,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1850,0,0,0,0,0,0,0,0,156.5,0,0,0,0,0,102.18,0,102.18,-555,0,0,-555,0,54.32,0,,0,1349.32,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#15AF8,b1a45da8-5ae9-4bad-9533-0377c2a15af8,23/04/2024,21:13,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1100,0,0,0,0,0,0,0,0,229,0,0,0,0,0,232.73,0,232.73,-330,0,3.73,-326.27,0,0,0,,0,770,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#F397C,543dfeb0-a9b3-43a7-bd6e-560f68df397c,23/04/2024,21:16,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1275,0,0,0,0,0,0,0,0,132.75,0,0,0,0,0,113.43,0,113.43,-382.5,0,0,-382.5,0,19.32,0,,0,911.82,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#D364B,a2b1065c-4215-4020-be77-c025d4dd364b,23/04/2024,22:44,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,2950,0,0,0,0,0,0,0,0,224,0,0,0,0,0,230.88,0,230.88,-885,0,6.88,-878.12,0,0,0,,0,2065,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#6FB27,f635fd1e-68cf-4998-8ee1-be1ad2a6fb27,24/04/2024,0:20,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1600,0,0,0,0,0,-400,0,-400,144,0,0,0,0,0,148.23,0,148.23,-360,0,4.23,-355.77,0,0,0,,0,840,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#B9C7A,d19e776d-b88a-4234-a504-471afc0b9c7a,24/04/2024,0:49,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1275,0,0,0,0,0,0,0,0,162.75,0,0,0,0,0,195.75,0,195.75,-382.5,0,33,-349.5,0,0,0,,0,892.5,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#A4665,34d20600-3de3-4d4a-b5e6-2297538a4665,24/04/2024,0:47,Delivery – partner using Uber app,Unknown,iOS,Unfulfilled,Uber One member,1275,0,0,0,0,0,0,0,0,162.75,0,0,0,0,0,278.28,0,278.28,-382.5,0,115.53,-266.97,0,0,0,,0,892.5,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#811B4,f854862d-ca37-4b00-b3aa-efb96c6811b4,24/04/2024,1:05,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1350,0,0,0,0,0,0,0,0,146.5,0,0,0,0,0,157.85,0,157.85,-405,0,11.35,-393.65,0,0,0,,0,945,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#5415B,0f8d48aa-7b82-4625-bb81-64038c75415b,24/04/2024,1:52,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,4150,0,0,0,0,0,0,0,0,300,0,0,0,0,0,257.95,0,257.95,-1245,0,0,-1245,0,42.05,0,,0,2947.05,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#730BC,66c906af-ffa4-487c-9200-11754b4730bc,24/04/2024,1:29,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1300,0,0,0,0,0,0,0,0,240,0,0,0,0,0,328.52,0,328.52,-390,0,88.52,-301.48,0,0,0,,0,910,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#5DB7E,5f3b6ce1-c9ad-4b03-93c9-4f0463e5db7e,24/04/2024,1:48,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1200,0,0,0,0,0,0,0,0,159,0,0,0,0,0,286.25,0,286.25,-360,0,127.25,-232.75,0,0,0,,0,840,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#A991D,5ba53f0d-a5d3-4c45-a66e-ff209fea991d,24/04/2024,2:44,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,2500,0,0,0,0,0,-500,0,-500,224,0,0,0,0,0,269.12,0,269.12,-600,0,45.12,-554.88,0,0,0,,0,1400,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,,,24/04/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-1515.8,-1515.8,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#99804,65fa658c-65a7-4e01-b6d7-2a0342b99804,24/04/2024,15:31,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1850,0,0,0,0,0,0,0,0,320.5,0,0,0,0,0,399.8,0,399.8,-555,0,79.3,-475.7,0,0,0,,0,1295,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#C4371,cd08c280-78fd-4a62-9e3e-e54f189c4371,24/04/2024,18:16,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1350,0,0,0,0,0,0,0,0,116.5,0,0,0,0,0,182.22,0,182.22,-405,0,65.72,-339.28,0,0,0,,0,945,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#DFF20,371a2ce0-f94b-4fab-94fb-1c8990ddff20,24/04/2024,20:05,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,3250,0,0,0,0,0,-500,0,-500,224,0,0,0,0,0,202.23,0,202.23,-825,0,0,-825,0,21.77,0,,0,1946.77,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#EDC54,46ae2d5c-38f7-4a7e-b17f-bbfe8c5edc54,24/04/2024,21:21,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1100,0,0,0,0,0,0,0,0,154,0,0,0,0,0,124.12,0,124.12,-330,0,0,-330,0,29.88,0,,0,799.88,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#8AFB1,91634879-8a28-4d11-939b-f3bdb688afb1,24/04/2024,22:39,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1350,0,0,0,0,0,0,0,0,121.5,0,0,0,0,0,98.14,0,98.14,-405,0,0,-405,0,23.36,0,,0,968.36,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#66FDF,8e5c1f16-619d-4ee4-ad5a-4b2d25166fdf,24/04/2024,22:32,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,3600,0,0,0,0,0,-500,0,-500,174,0,0,0,0,0,188.83,0,188.83,-930,0,14.83,-915.17,0,0,0,,0,2170,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#53F72,ff570837-9142-43fd-9d9a-ca2a5c353f72,24/04/2024,23:51,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1650,0,0,0,0,0,0,0,0,181.5,0,0,0,0,0,299.38,0,299.38,-495,0,117.88,-377.12,0,0,0,,0,1155,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#544B0,d6850c09-b706-4e76-9bf2-2a09a56544b0,24/04/2024,23:45,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,2780,0,0,0,0,0,-500,0,-500,224,0,0,0,0,0,197.88,0,197.88,-684,0,0,-684,0,26.12,0,,0,1622.12,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#F4848,5ada237c-426f-42da-9818-ad87331f4848,24/04/2024,23:49,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1750,0,0,0,0,0,0,0,0,186.5,0,0,0,0,0,380.23,0,380.23,-525,0,193.73,-331.27,0,0,0,,0,1225,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#5DD6F,5d6ea1b9-54bc-4160-ac3c-b07ca465dd6f,25/04/2024,0:09,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1950,0,0,0,0,0,0,0,0,176.5,0,0,0,0,0,97.1,0,97.1,-585,0,0,-585,0,79.4,0,,0,1444.4,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#108FB,05adb870-26fc-4053-8d63-99ddb56108fb,25/04/2024,0:24,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,950,0,0,0,0,0,0,0,0,146.5,0,0,0,0,0,147.13,0,147.13,-285,0,0.63,-284.37,0,0,0,,0,665,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#B1A7E,1a899a1c-12c4-4113-87eb-f4bcaf8b1a7e,25/04/2024,0:21,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,3340,0,0,0,0,0,0,0,0,224,0,0,0,0,0,116.68,0,116.68,-1002,0,0,-1002,0,107.32,0,,0,2445.32,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#7C081,53301bd0-a5eb-4cea-9c26-5fa6f737c081,25/04/2024,0:23,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1950,0,0,0,0,0,0,0,0,196.5,0,0,0,0,0,149.68,0,149.68,-585,0,0,-585,0,46.82,0,,0,1411.82,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#00A08,0046b7cb-477d-4858-9eb7-a7a971b00a08,25/04/2024,0:46,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,2350,0,0,0,0,0,0,0,0,305.5,0,0,0,0,0,167.04,0,167.04,-705,0,0,-705,0,138.46,0,,0,1783.46,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#DD238,b2350989-a6e6-41d3-ad2c-fc59404dd238,25/04/2024,1:00,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1300,0,0,0,0,0,0,0,0,114,0,0,0,0,0,151.89,0,151.89,-390,0,37.89,-352.11,0,0,0,,0,910,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#28662,db2e3747-fc08-4436-96bf-444f03728662,25/04/2024,1:36,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,3125,0,0,0,0,0,-500,0,-500,224,0,0,0,0,0,266.31,0,266.31,-787.5,0,42.31,-745.19,0,0,0,,0,1837.5,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#943BF,91c1132f-737a-47ff-ae5f-2a8ca30943bf,25/04/2024,2:13,Delivery – partner using Uber app,Unknown,iOS,Cancelled,Data not available,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1260,0,0,-1260,0,0,0,,0,2940,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#E47B3,0143a5f1-022c-464d-b59f-704183be47b3,25/04/2024,1:46,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1850,0,0,0,0,0,0,0,0,141.5,0,0,0,0,0,145.51,0,145.51,-555,0,4.01,-550.99,0,0,0,,0,1295,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#255DD,56c533f8-259a-4bb0-a70c-67da575255dd,25/04/2024,1:46,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1450,0,0,0,0,0,0,0,0,171.5,0,0,0,0,0,261.14,0,261.14,-435,0,89.64,-345.36,0,0,0,,0,1015,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#F8420,c75df331-bd03-4d6f-a506-8a097e8f8420,25/04/2024,2:11,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1595,0,0,0,0,0,0,0,0,178.75,0,0,0,0,0,610.45,0,610.45,-478.5,0,431.7,-46.8,0,0,0,,0,1116.5,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#E5A2E,87f9f2cb-9be7-4cfa-a5ad-3e9e844e5a2e,25/04/2024,2:51,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1600,0,0,0,0,0,0,0,0,179,0,0,0,0,0,483.65,0,483.65,-480,0,304.65,-175.35,0,0,0,,0,1120,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,,,25/04/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-1067.48,-1067.48,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#40159,f12f6433-62ac-4c9b-b870-d9bc45140159,25/04/2024,18:37,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,2625,0,0,0,0,0,0,0,0,174,0,0,0,0,0,145.33,0,145.33,-787.5,0,0,-787.5,0,28.67,0,,0,1866.17,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#9ECEB,0961ef4e-f174-4d45-8619-9f659ed9eceb,25/04/2024,19:06,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,2550,0,0,0,0,0,0,0,0,303,0,0,0,0,0,164.9,0,164.9,-765,0,0,-765,0,138.1,0,,0,1923.1,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#E860F,fe4c780a-ff16-4efc-b3d9-7f7364fe860f,25/04/2024,19:47,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1650,0,0,0,0,0,0,0,0,181.5,0,0,0,0,0,186.28,0,186.28,-495,0,4.78,-490.22,0,0,0,,0,1155,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#54FAA,a268b88f-c1da-428e-a9ed-83eeeed54faa,25/04/2024,22:05,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,2950,0,0,0,0,0,-500,0,-500,328,0,0,0,0,0,229.43,0,229.43,-735,0,0,-735,0,98.57,0,,0,1813.57,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#3A572,83a1659e-d67c-48e4-b8f5-3b0bb6e3a572,25/04/2024,23:16,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,700,0,0,0,0,0,0,0,0,84,0,0,0,0,0,44.43,0,44.43,-210,0,0,-210,0,39.57,0,,0,529.57,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#EE2A2,3c2f2cca-844e-421a-86e0-35e0e15ee2a2,25/04/2024,23:33,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,2100,0,0,0,0,0,0,0,0,204,0,0,0,0,0,241.03,0,241.03,-630,0,37.03,-592.97,0,0,0,,0,1470,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#2A5F7,4facac06-9614-448c-b021-b1ff5a72a5f7,25/04/2024,23:27,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,3050,0,0,0,0,0,0,0,0,224,0,0,0,0,0,124.18,0,124.18,-915,0,0,-915,0,99.82,0,,0,2234.82,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#42577,d84e15cf-4766-4f38-8862-252d44f42577,25/04/2024,23:22,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,2800,0,0,0,0,0,0,0,0,224,0,0,0,0,0,247.43,0,247.43,-840,0,23.43,-816.57,0,0,0,,0,1960,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#E1CFF,451f8861-5d0f-4d55-b821-5d5e797e1cff,26/04/2024,0:15,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1275,0,0,0,0,0,0,0,0,256.75,0,0,0,0,0,173.6,0,173.6,-382.5,0,0,-382.5,0,83.15,0,,0,975.65,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#8ECAF,10447e1a-289c-4dd9-839c-85fc5b98ecaf,26/04/2024,0:08,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,1700,0,0,0,0,0,0,0,0,184,0,0,0,0,0,201.5,0,201.5,-510,0,17.5,-492.5,0,0,0,,0,1190,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#AAC98,60c66cf3-bc57-4c7f-9676-0dfe0c7aac98,26/04/2024,0:27,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1350,0,0,0,0,0,0,0,0,166.5,0,0,0,0,0,341.8,0,341.8,-405,0,175.3,-229.7,0,0,0,,0,945,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#B97B4,5f2c0c71-9f43-4592-8c0b-affcbbab97b4,26/04/2024,0:16,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,3200,0,0,0,0,0,0,0,0,224,0,0,0,0,0,347.95,0,347.95,-960,0,123.95,-836.05,0,0,0,,0,2240,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#BE586,71577301-ff8e-4ef0-abfb-4e752fabe586,26/04/2024,0:38,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,3950,0,0,0,0,0,0,0,0,308,0,0,0,0,0,86.08,0,86.08,-1185,0,0,-1185,0,221.92,0,,0,2986.92,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#ACB6E,9a49e478-b8db-4ee7-925e-6ac1a78acb6e,26/04/2024,0:37,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,3600,0,0,0,0,0,0,0,0,224,0,0,0,0,0,141.33,0,141.33,-1080,0,0,-1080,0,82.67,0,,0,2602.67,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#DF115,603a3bde-58d9-4837-8d93-2c157a3df115,26/04/2024,0:39,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,2200,0,0,0,0,0,0,0,0,308,0,0,0,0,0,186.65,0,186.65,-660,0,0,-660,0,121.35,0,,0,1661.35,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#0CC39,b4416f0f-2a42-4d01-acfa-598ad860cc39,26/04/2024,0:41,Delivery – partner using Uber app,Unknown,Android,Unfulfilled,Data not available,3350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.14,0,198.14,-1005,0,198.14,-806.86,0,0,0,,0,2345,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#E6DA3,1768013b-5cc8-488e-8a73-4ad6045e6da3,26/04/2024,1:29,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,2000,0,0,0,0,0,0,0,0,149,0,0,0,0,0,98.77,0,98.77,-600,0,0,-600,0,50.23,0,,0,1450.23,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#BD81F,e465e6bf-3ec5-4489-9d7d-cf9bc86bd81f,26/04/2024,1:25,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,4200,0,0,0,0,0,0,0,0,353,0,0,0,0,0,502.79,0,502.79,-1260,0,149.79,-1110.21,0,0,0,,0,2940,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#75948,83c49bd6-93c4-4e7d-9034-1cee26b75948,26/04/2024,1:27,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,2150,0,0,0,0,0,0,0,0,335.5,0,0,0,0,0,374.39,0,374.39,-645,0,38.89,-606.11,0,0,0,,0,1505,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#2FDFE,38a4f2ac-95f7-4632-9981-86eb1442fdfe,26/04/2024,1:26,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1400,0,0,0,0,0,0,0,0,169,0,0,0,0,0,509.96,0,509.96,-420,0,340.96,-79.04,0,0,0,,0,980,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#6336A,09d1c6e6-5667-41e6-850a-6cc965b6336a,26/04/2024,1:58,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,650,0,0,0,0,0,0,0,0,86.5,0,0,0,0,0,135.62,0,135.62,-195,0,49.12,-145.88,0,0,0,,0,455,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#CCED6,15991e9d-d598-4a38-a363-caa7982cced6,26/04/2024,1:40,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1530,0,0,0,0,0,0,0,0,210.5,0,0,0,0,0,84.48,0,84.48,-459,0,0,-459,0,126.02,0,,0,1197.02,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#9CCD6,86aa3704-2958-45b8-aa69-78135709ccd6,26/04/2024,2:18,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,4300,0,0,0,0,0,0,0,0,224,0,0,0,0,0,418.65,0,418.65,-1290,0,194.65,-1095.35,0,0,0,,0,3010,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#FA508,35e50261-7420-4d46-a0f8-88f36defa508,26/04/2024,2:27,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1950,0,0,0,0,0,0,0,0,261.5,0,0,0,0,0,233.23,0,233.23,-585,0,0,-585,0,28.27,0,,0,1393.27,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,,,26/04/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-1088.9,-1088.9,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#08EA0,4454fda4-9458-48e2-839c-ff8edaa08ea0,26/04/2024,19:00,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1500,0,0,0,0,0,0,0,0,124,0,0,0,0,0,74.63,0,74.63,-450,0,0,-450,0,49.37,0,,0,1099.37,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#65634,3f2ad4aa-6ef4-418c-86bb-cd97d9a65634,26/04/2024,22:08,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1550,0,0,0,0,0,0,0,0,161.5,0,0,0,0,0,136.98,0,136.98,-465,0,0,-465,0,24.52,0,,0,1109.52,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#762D9,fe572302-4bc8-43a6-b018-92d41a6762d9,26/04/2024,22:37,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,700,0,0,0,0,0,0,0,0,94,0,0,0,0,0,163.45,0,163.45,-210,0,69.45,-140.55,0,0,0,,0,490,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#C0962,77502931-617f-4c46-832b-c9d3744c0962,26/04/2024,23:04,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1700,0,0,0,0,0,0,0,0,184,0,0,0,0,0,176.85,0,176.85,-510,0,0,-510,0,7.15,0,,0,1197.15,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#63C58,04f30e74-5c4d-46a6-9da1-ce7590e63c58,26/04/2024,23:41,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1350,0,0,0,0,0,0,0,0,166.5,0,0,0,0,0,146.4,0,146.4,-405,0,0,-405,0,20.1,0,,0,965.1,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#0EC1C,16941e5e-31f6-4e6b-b79b-aa6f2160ec1c,27/04/2024,0:33,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,2850,0,0,0,0,0,0,0,0,199,0,0,0,0,0,133.73,0,133.73,-855,0,0,-855,0,65.27,0,,0,2060.27,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
,#508C0,a1582436-b249-4b9e-9254-d4c4ec3508c0,27/04/2024,0:55,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1350,0,0,0,0,0,0,0,0,201.5,0,0,0,0,0,86.08,0,86.08,-405,0,0,-405,0,115.42,0,,0,1060.42,29/04/2024,Paid,,,,,8BV3ZRSM5IJC
